-6.839543928841558795e+01,9.763026749187255859e+01
-7.262950644649744270e+00,4.856064997944433514e+01
-6.347897519882007344e+01,8.171721384069583394e+01
-4.471180002149644395e+00,5.657499514027716714e+01
-3.520152341626121739e+01,6.181366206941127217e+01
-2.919633811754063402e+01,6.864018703545630729e+01
-2.098612365147275582e+01,2.812951344447064983e+01
-1.471681236329493103e+01,5.581819957011120437e+01
4.523376976702071950e+00,5.356259171361152482e+01
-2.840218422663248887e+01,5.744388220119506627e+01
-2.303843515600375014e+01,3.089241631522430609e+01
-5.476138100548948984e+01,6.748046970269463429e+01
-3.999863190563399939e+01,6.347054135993977297e+01
-5.716760359930298740e+00,4.222808501487957500e+01
-4.621063359627495970e+01,6.168197811675964459e+01
-1.724485258964767453e+01,1.651128540091906771e+01
-3.534389337576912027e+01,5.968931642771977408e+01
-4.113112578096731653e+01,7.123761216584406952e+01
-6.570964157781632764e+01,9.585949247508997928e+01
-6.345775710449866835e+01,9.460037752234636343e+01
-6.333472713388515984e+01,9.438876867298003503e+01
-4.413870291759541686e+01,6.119250305819721802e+01
-5.351857512689242924e+01,6.882547280321738015e+01
-1.014954076971842589e+01,5.656099831928084143e+01
-2.831717630862831214e+01,5.320373658538967732e+01
-5.082207754600229777e+01,8.111992433496959620e+01
-5.588853023955467592e+01,7.944274139964977621e+01
-4.055735029809664383e+01,7.229772432164578788e+01
-2.685914631976540434e+01,4.439323241491834438e+01
-9.738559394416043125e-01,4.612200675050493714e+01
-4.667251060929704920e+01,6.552044918528230255e+01
-4.035207817478988801e+01,6.767377903854696797e+01
-8.148139335703346475e+00,2.239532052615599511e+01
-6.029683348377061236e+01,9.393490141367774982e+01
-3.536045213946194110e+01,4.964162681674740440e+01
-3.560123103802109057e+01,5.580594708838060569e+01
-5.319819225628358339e+01,8.126624004153647718e+01
-2.094485635819438940e+01,5.119596731601915707e+01
-2.266803917535449386e+01,3.720417634007886676e+01
-5.415390415414796266e+00,4.032476341658411911e+01
-3.895464427647462458e+01,6.773040831690798314e+01
-3.255057761643281822e+01,5.767975314102374540e+01
-4.655320367520845792e+01,8.212714521748505092e+01
-1.306142445986033351e+01,-8.188348666598903591e+00
-2.438965820511490890e+01,-2.650339782888247786e+00
-3.368474563115764653e+01,2.173553846874697548e+00
-3.993727562121070207e+01,-7.935177507144832720e-01
-3.850521801660038435e+00,-7.520323851574641338e+00
-2.453412105755275263e+01,-1.260536590429701675e+01
-4.880642763683891872e+01,2.050364271702858066e+00
-2.722427563944788886e+01,3.213922284536374185e+00
-1.590427901297290347e+01,-1.221526829745332998e+00
2.752589341413067814e+01,-1.944641096311244510e+01
-6.631483205057155317e+01,9.454880434814581847e+00
5.064478785398233640e+01,-5.713192014143899655e+00
-4.629521928774401829e+00,-5.727364468949183163e+00
-1.528271849953408612e+01,-3.927069526492851459e+00
2.415942715923360140e+01,-5.711645100432081179e+00
-1.309121558535883689e-01,-5.728861922533547979e-01
6.341615487049638489e+01,2.758917422206202730e+01
1.749546006116490560e+01,3.839069734675996326e+00
1.891573348304974544e+01,3.818579528670333345e-01
2.978518270849400906e+01,7.191223341178910822e+00
8.208625840678896779e+00,2.853403257899531908e+01
4.215659280187345814e+01,3.599459391976814970e+01
5.695794680595545145e+01,3.970559942092415184e+01
7.483600083061578800e+01,3.305181774073970047e+01
9.523540530420939731e+00,3.010018361482032390e+01
5.601659629066931823e-01,2.846148520706911356e+01
9.221635466256181246e+00,2.602262664786967150e+01
7.168943654361483730e+00,1.654927567477282935e+01
8.130198771095882648e+01,3.743613890365332963e+01
4.503043478260845234e+01,3.351817900643771964e+01
5.583521885359686365e+01,3.137146138422485819e+01
2.923900676388445063e+01,3.217304483173813168e+01
1.329195678817129433e+01,5.549878980149768104e+00
2.903415077212119400e+01,3.079912805391425934e+01
4.867223210572668535e+01,3.395667300164438984e+01
3.066565650047257208e+01,3.266411674426926481e+01
5.988058773225062481e+01,2.145057229493390238e+01
6.639081947242323167e+01,2.606367898213980894e+01
6.617510070155631752e+01,3.315642956321985224e+01
2.773404772582443201e+01,3.061374988167273514e+01
4.098519070948186993e+01,4.688551154224175832e+01
4.392837560790847107e+01,4.240599681797586840e+01
-6.044898396478608049e+01,7.066489813448033175e+00
2.346161111795672838e+01,-8.445732451794551565e+00
-2.586440960074376960e+01,-5.638873719247589733e+00
1.759689476073410930e+01,-1.039096064150581178e+01
-2.482737253234435837e+00,-5.595985972163223465e+00
9.646587862748975795e+01,5.446092444863953830e+01
5.912331972785447931e+01,7.376141537116953195e+00
7.080943481819984697e+01,1.558291244539445941e+01
7.330493424032447081e+01,3.388292422473355714e+01
2.820920939079823242e+01,-3.157554081222200271e-01
-8.501397832366139085e+01,2.721076131460641889e+01
-6.445934630859416359e+01,3.162227973450233875e+00
-7.593881275739337866e+01,1.375345213084512253e+01
-7.443051105140280299e+01,1.010653863906331118e+01
-4.288931622235765673e+01,-1.103873078769303007e+01
-5.562317745717798090e+01,3.841367702052287836e+00
-3.373198357665786773e+01,-8.975885746982025237e-01
-1.966045166921089660e+01,-7.320447650704510423e+00
-4.193458110066671196e+01,-1.622806279014382014e+01
-3.037544436544622783e+01,-6.245523982004955954e+00
-3.395568721293476955e+01,-2.073842738316756495e+01
-1.765169492196226386e+01,-6.372323128870536202e+00
-1.498342401194545914e+01,-6.361904877536360914e+00
-1.421024908960543165e+01,-8.349046756699202376e+00
-1.531604367476555772e+01,-6.320417877687290797e+00
-4.599929211864161260e+01,-9.955776965248750443e+00
-6.876023637200152905e+01,1.039807772448804535e+01
-1.777971053695171832e+01,-2.176009893946206830e+01
5.721373908216540372e+01,-2.973979720298683738e+00
-1.725361039041105116e+01,-1.668828622154405750e+01
8.440014689490780597e+00,-8.685724281831623372e+00
6.466160127854040240e+01,1.122423048591671702e+01
3.210246440046829974e+01,-1.611116051873759147e+01
-2.748883174291258769e+01,-2.034091094343923345e+01
-8.893925858036533327e+01,2.998927425036470495e+01
-9.478166094239202266e+01,3.705165690987008276e+01
-5.405072329656645280e+01,-7.111974625685396845e+00
-7.292807487261129040e+01,1.005019098465675675e+01
-1.700591413288314158e+01,-1.747609725156632976e+01
-1.576807031856310104e+01,-1.554489927585632891e+01
-8.128736879445814623e+01,1.769645355680152221e+01
-7.442326775709229025e+01,8.933850077706663839e+00
-8.679652235245771408e+01,2.413641110225439945e+01
-3.397078170852690704e+00,-2.419675237346226382e+01
-8.708763153754307496e+01,2.199050227924146128e+01
-3.573821976008496648e+01,-9.704781348807737018e+00
-1.717290821712340332e+01,-9.513722063267298523e+00
-2.688686274802483211e+01,-1.799415042162396361e+01
7.345714783144368987e+00,-1.712692045390313567e+01
-3.839408936264770489e+01,-2.113416017911108469e+01
-7.272567182195014368e+01,7.643782370447897101e+00
-1.208419142521332112e+01,-1.721757934308850935e+01
-5.478469338788899634e+00,-2.061040542271157605e+01
-4.392543589015248107e-01,-1.181075246655645650e+01
-7.235042974424483475e+01,6.451280821979102242e+00
-3.268462403826107021e+01,-2.125063185047288528e+01
-2.075869842771305684e+01,-3.333808522993295220e+00
2.473735569001127033e+01,-1.574475234020018455e+01
